Region,Category,State,Brand,Store,Order Type,Payment Method,Time,Total Orders,Gross Sales,Discount Amount,Disc Percent,Net Sales,COGS,Gross Margin Amount,Gross Margin %,Net Margin Amount,Net Margin %,Avg Order to Req Days,Avg Order to Delivery Days,Avg Order Value
East,Clothing,Jharkhand,AND,Ranchi,Others,Credit Card EMI,Nov-2012,1.0,2035.0,427.35,21.0,1608.0,1526.3,508.8,25.002457002457,81.4,5.062189054726369,4.0,4.0,2035.0
East,Clothing,Jharkhand,Aneri,Jamshedpur,Website,Cash on Delivery,Apr-2012,1.0,1749.0,209.88,12.0,1539.0,1539.1,209.9,12.001143510577474,0.0,0.0,9.0,11.0,1749.0
East,Clothing,Jharkhand,Aneri,Ranchi,Website,Debit Card,Jul-2012,1.0,650.0,136.5,21.0,514.0,357.5,292.5,45.0,156.0,30.35019455252918,10.0,11.0,650.0
East,Clothing,Jharkhand,Aneri,Ranchi,Website,Gift Coupons,Oct-2012,1.0,1749.0,209.88,12.0,1539.0,1224.3,524.7,30.000000000000004,314.8,20.454840805718,7.0,10.0,1749.0
East,Clothing,Jharkhand,Aneri,Ranchi,Website,Net Banking,Nov-2012,1.0,1749.0,157.41,9.0,1592.0,1224.3,524.7,30.000000000000004,367.3,23.071608040201006,1.0,1.0,1749.0
East,Clothing,Jharkhand,Arrow,Ranchi,Contact Center,Credit Card,Apr-2012,1.0,1499.0,344.77,23.0,1154.0,899.4,599.6,40.0,254.8,22.079722703639515,4.0,6.0,1499.0
East,Clothing,Jharkhand,Ayaany,Jamshedpur,Website,Cash on Delivery,Aug-2012,1.0,1399.0,335.76,24.0,1063.0,1259.1,139.9,10.0,-195.9,-18.42897460018815,1.0,2.0,1399.0
East,Clothing,Jharkhand,Ayaany,Jamshedpur,Website,Cash on Delivery,Dec-2012,1.0,699.0,104.85,15.0,594.0,615.1,83.9,12.002861230329042,-21.0,-3.535353535353535,4.0,6.0,699.0
East,Clothing,Jharkhand,Biba,Jamshedpur,Catalogue,Debit Card,Jan-2012,1.0,950.0,237.5,25.0,713.0,665.0,285.0,30.0,47.5,6.661991584852735,10.0,12.0,950.0
East,Clothing,Jharkhand,Biba,Ranchi,Catalogue,Gift Coupons,Feb-2012,1.0,1078.0,226.38,21.0,852.0,754.6,323.4,30.0,97.0,11.384976525821596,5.0,9.0,1078.0
East,Clothing,Jharkhand,Biba,Ranchi,Contact Center,Cash on Delivery,Sep-2012,1.0,1650.0,346.5,21.0,1304.0,1452.0,198.0,12.0,-148.5,-11.38803680981595,9.0,14.0,1650.0
East,Clothing,Jharkhand,Daniel Hechter,Jamshedpur,Catalogue,Credit Card EMI,Jul-2012,1.0,1499.0,89.94,6.0,1409.0,1049.3,449.7,30.0,359.8,25.53584102200142,9.0,11.0,1499.0
East,Clothing,Jharkhand,Deal Jeans,Ranchi,Website,Debit Card,Oct-2012,1.0,799.0,167.79,21.0,631.0,439.5,359.6,45.00625782227785,191.8,30.396196513470684,10.0,20.0,799.0
East,Clothing,Jharkhand,Elle,Ranchi,Website,Credit Card,Jul-2012,1.0,1049.0,220.29,21.0,829.0,734.3,314.7,30.0,94.4,11.387213510253318,7.0,8.0,1049.0
East,Clothing,Jharkhand,Fila,Ranchi,Website,Cash on Delivery,Aug-2012,1.0,1059.0,63.54,6.0,995.0,741.3,317.7,30.0,254.2,25.547738693467338,4.0,9.0,1059.0
East,Clothing,Jharkhand,Flying Machine,Jamshedpur,Catalogue,Credit Card,Feb-2012,1.0,1476.0,309.96,21.0,1166.0,1033.2,442.8,30.0,132.8,11.389365351629504,7.0,9.0,1476.0
East,Clothing,Jharkhand,Flying Machine,Ranchi,Catalogue,Debit Card,Aug-2012,1.0,648.0,162.0,25.0,486.0,486.0,162.0,25.0,0.0,0.0,2.0,6.0,648.0
East,Clothing,Jharkhand,Flying Machine,Ranchi,Contact Center,Cash on Delivery,Jan-2012,1.0,579.0,81.06,14.000000000000002,498.0,318.5,260.6,45.008635578583764,179.5,36.04417670682731,1.0,4.0,579.0
East,Clothing,Jharkhand,Indian Terrain,Ranchi,Catalogue,Credit Card,Aug-2012,1.0,899.0,188.79,21.0,710.0,674.3,224.8,25.0055617352614,36.0,5.070422535211268,5.0,11.0,899.0
East,Clothing,Jharkhand,Indigo Nation,Ranchi,Website,Cash on Delivery,Aug-2012,1.0,1189.0,166.46,14.000000000000002,1023.0,832.3,356.7,30.0,190.2,18.592375366568913,1.0,10.0,1189.0
East,Clothing,Jharkhand,John Players,Ranchi,Catalogue,Debit Card,Aug-2012,1.0,1250.0,287.5,23.0,963.0,1000.0,250.0,20.0,-37.5,-3.894080996884735,4.0,4.0,1250.0
East,Clothing,Jharkhand,John Players,Ranchi,Catalogue,Net Banking,Jul-2012,1.0,2100.0,483.0,23.0,1617.0,1575.0,525.0,25.0,42.0,2.5974025974025974,9.0,15.0,2100.0
East,Clothing,Jharkhand,Keona,Jamshedpur,Website,Credit Card EMI,Jun-2012,1.0,524.0,110.04,21.0,414.0,340.6,183.4,35.0,73.4,17.72946859903382,4.0,6.0,524.0
East,Clothing,Jharkhand,Killer,Ranchi,Contact Center,Debit Card,Sep-2012,1.0,2299.0,298.87,13.0,2000.0,1379.4,919.6,40.0,620.7,31.035,5.0,5.0,2299.0
East,Clothing,Jharkhand,Killer,Ranchi,Others,Debit Card,Apr-2012,1.0,1399.0,335.76,24.0,1063.0,1049.3,349.8,25.0035739814153,14.0,1.317027281279398,6.0,15.0,1399.0
East,Clothing,Jharkhand,Lawman,Jamshedpur,Contact Center,Cash on Delivery,Mar-2012,1.0,1495.0,373.75,25.0,1121.0,1270.8,224.3,15.003344481605351,-149.5,-13.336306868867082,4.0,7.0,1495.0
East,Clothing,Jharkhand,Lee,Ranchi,Catalogue,Debit Card,Aug-2012,1.0,1700.0,221.0,13.0,1479.0,1360.0,340.0,20.0,119.0,8.045977011494253,10.0,10.0,1700.0
East,Clothing,Jharkhand,Levi Strauss,Ranchi,Others,Gift Coupons,Apr-2012,1.0,1750.0,210.0,12.0,1540.0,1470.0,280.0,16.0,70.0,4.545454545454546,1.0,4.0,1750.0
East,Clothing,Jharkhand,Locomotive,Jamshedpur,Website,Debit Card,Sep-2012,1.0,1039.0,124.68,12.0,914.0,675.4,363.7,35.00481231953801,239.0,26.148796498905906,4.0,10.0,1039.0
East,Clothing,Jharkhand,Locomotive,Ranchi,Others,Net Banking,Jul-2012,1.0,1143.0,240.03,21.0,903.0,971.6,171.5,15.00437445319335,-68.6,-7.596899224806202,1.0,4.0,1143.0
East,Clothing,Jharkhand,Mufti,Jamshedpur,Website,Gift Coupons,Nov-2012,1.0,2250.0,157.5,7.000000000000001,2093.0,1237.5,1012.5,45.0,855.0,40.850453893932155,10.0,19.0,2250.0
East,Clothing,Jharkhand,Nihaar,Jamshedpur,Contact Center,Gift Coupons,Jul-2012,1.0,680.0,142.8,21.0,537.0,510.0,170.0,25.0,27.2,5.065176908752328,10.0,18.0,680.0
East,Clothing,Jharkhand,Nihaar,Jamshedpur,Contact Center,Gift Coupons,Sep-2012,1.0,649.0,155.76,24.0,493.0,532.2,116.8,17.996918335901384,-38.9,-7.890466531440161,7.0,9.0,649.0
East,Clothing,Jharkhand,Nihaar,Ranchi,Contact Center,Cash on Delivery,Mar-2012,1.0,599.0,149.75,25.0,449.0,479.2,119.8,20.0,-30.0,-6.6815144766147,4.0,4.0,599.0
East,Clothing,Jharkhand,Nihaar,Ranchi,Website,Debit Card,Feb-2012,1.0,892.0,196.24,22.0,696.0,490.6,401.4,44.99999999999999,205.2,29.48275862068965,7.0,15.0,892.0
East,Clothing,Jharkhand,Ninteen,Jamshedpur,Others,Credit Card,May-2012,1.0,435.0,91.35,21.0,344.0,408.9,26.1,6.000000000000001,-65.3,-18.982558139534884,7.0,10.0,435.0
East,Clothing,Jharkhand,Ninteen,Ranchi,Catalogue,Cash on Delivery,Mar-2012,1.0,249.0,59.76,24.0,189.0,174.3,74.7,30.0,14.9,7.883597883597885,4.0,6.0,249.0
East,Clothing,Jharkhand,Ninteen,Ranchi,Contact Center,Net Banking,Dec-2012,1.0,199.0,41.79,21.0,157.0,139.3,59.7,30.0,17.9,11.401273885350317,4.0,7.0,199.0
East,Clothing,Jharkhand,Noi,Jamshedpur,Contact Center,Gift Coupons,Oct-2012,1.0,325.0,68.25,21.0,257.0,195.0,130.0,40.0,61.8,24.046692607003887,4.0,4.0,325.0
East,Clothing,Jharkhand,Noi,Ranchi,Website,Gift Coupons,Feb-2012,1.0,499.0,104.79,21.0,394.0,324.4,174.7,35.01002004008016,69.9,17.741116751269036,4.0,9.0,499.0
East,Clothing,Jharkhand,Peter England,Ranchi,Catalogue,Cash on Delivery,Aug-2012,1.0,1450.0,159.5,11.0,1291.0,797.5,652.5,45.0,493.0,38.18745158791634,7.0,11.0,1450.0
East,Clothing,Jharkhand,Peter England,Ranchi,Contact Center,Debit Card,Jul-2012,1.0,1049.0,125.88,12.0,923.0,734.3,314.7,30.0,188.8,20.455037919826655,1.0,4.0,1049.0
East,Clothing,Jharkhand,Pudu Lifestyle,Jamshedpur,Website,Credit Card,Dec-2012,1.0,2195.0,263.4,12.0,1932.0,1426.8,768.3,35.00227790432802,504.9,26.133540372670804,7.0,7.0,2195.0
East,Clothing,Jharkhand,Pudu Lifestyle,Ranchi,Contact Center,Gift Coupons,Dec-2012,1.0,1495.0,134.55,9.0,1360.0,1121.3,373.8,25.00334448160535,239.2,17.588235294117645,7.0,11.0,1495.0
East,Clothing,Jharkhand,Raymond,Jamshedpur,Catalogue,Credit Card EMI,Aug-2012,1.0,2518.0,377.7,15.0,2140.0,2266.2,251.8,10.0,-125.9,-5.8831775700934585,4.0,6.0,2518.0
East,Clothing,Jharkhand,Raymond,Jamshedpur,Catalogue,Credit Card EMI,Nov-2012,1.0,1265.0,151.8,12.0,1113.0,885.5,379.5,30.0,227.7,20.458221024258762,7.0,10.0,1265.0
East,Clothing,Jharkhand,Sports 52 Wear,Ranchi,Website,Debit Card,May-2012,1.0,1525.0,350.75,23.0,1174.0,1143.8,381.3,25.00327868852459,30.5,2.597955706984668,4.0,5.0,1525.0
East,Clothing,Jharkhand,U S Polo Assn,Ranchi,Website,Cash on Delivery,Oct-2012,1.0,1299.0,298.77,23.0,1000.0,844.4,454.7,35.00384911470362,155.9,15.590000000000002,7.0,7.0,1299.0
East,Clothing,Jharkhand,Van Heusen,Ranchi,Catalogue,Gift Coupons,Oct-2012,1.0,2999.0,449.85,15.0,2549.0,2099.3,899.7,30.0,449.9,17.650058846606512,4.0,12.0,2999.0
East,Clothing,Jharkhand,Wrangler,Ranchi,Website,Credit Card,Dec-2012,1.0,2546.0,585.58,23.0,1960.0,1782.2,763.8,30.0,178.2,9.091836734693876,1.0,4.0,2546.0
East,Clothing,Orissa,Adidas,Bhubaneswar,Website,Debit Card,Jan-2012,1.0,1119.0,234.99,21.0,884.0,839.3,279.8,25.004468275245756,44.8,5.067873303167421,1.0,10.0,1119.0
East,Clothing,Orissa,Adidas,Bhubaneswar,Website,Net Banking,Aug-2012,2.0,2847.0,328.16999999999996,13.5,2519.0,2271.6,575.4,20.210748155953635,247.20000000000002,9.813418023025012,8.0,15.0,1423.5
East,Clothing,Orissa,Adidas,Cuttack,Contact Center,Credit Card EMI,Aug-2012,1.0,2998.0,179.88,6.0,2818.0,2248.5,749.5,25.0,569.6,20.21291696238467,7.0,10.0,2998.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Catalogue,Debit Card,Oct-2012,1.0,945.0,217.35,23.0,728.0,661.5,283.5,30.0,66.2,9.093406593406595,9.0,9.0,945.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Catalogue,Gift Coupons,Oct-2012,1.0,1245.0,261.45,21.0,984.0,1045.8,199.2,16.0,-62.3,-6.33130081300813,4.0,8.0,1245.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Cash on Delivery,May-2012,1.0,945.0,236.25,25.0,709.0,661.5,283.5,30.0,47.3,6.671368124118477,4.0,4.0,945.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Credit Card EMI,Apr-2012,2.0,3494.0,553.8299999999999,16.499999999999996,2940.0,3029.8999999999996,464.20000000000005,13.285632512879223,-89.7,-3.0510204081632653,1.0,4.5,1747.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Credit Card EMI,Jul-2012,1.0,2350.0,493.5,21.0,1857.0,1292.5,1057.5,45.0,564.0,30.37156704361874,1.0,1.0,2350.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Debit Card,Jun-2012,1.0,1799.0,215.88,12.0,1583.0,1169.4,629.7,35.00277932184547,413.8,26.140240050536956,4.0,7.0,1799.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Debit Card,Jul-2012,1.0,4998.0,449.82,9.0,4548.0,3748.5,1249.5,25.0,799.7,17.58355321020229,4.0,12.0,4998.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Gift Coupons,May-2012,1.0,1450.0,304.5,21.0,1146.0,1015.0,435.0,30.0,130.5,11.387434554973822,1.0,5.0,1450.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Contact Center,Gift Coupons,Jul-2012,1.0,1799.0,269.85,15.0,1529.0,1349.3,449.8,25.00277932184547,179.9,11.765860039241334,10.0,10.0,1799.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Others,Credit Card EMI,Jun-2012,1.0,945.0,226.8,24.0,718.0,661.5,283.5,30.0,56.7,7.896935933147632,9.0,12.0,945.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Website,Cash on Delivery,Sep-2012,1.0,945.0,198.45,21.0,747.0,860.0,85.1,9.005291005291005,-113.4,-15.180722891566264,7.0,17.0,945.0
East,Clothing,Orissa,Allen Solly,Bhubaneswar,Website,Debit Card,Dec-2012,1.0,1999.0,679.66,34.0,1319.0,1299.4,699.7,35.002501250625315,20.0,1.5163002274450341,10.0,10.0,1999.0
East,Clothing,Orissa,Allen Solly,Cuttack,Contact Center,Net Banking,Mar-2012,1.0,845.0,177.45,21.0,668.0,591.5,253.5,30.0,76.1,11.392215568862273,4.0,10.0,845.0
East,Clothing,Orissa,American Swan,Cuttack,Website,Credit Card EMI,Jan-2012,1.0,399.0,47.88,12.0,351.0,279.3,119.7,30.0,71.8,20.455840455840455,9.0,10.0,399.0
East,Clothing,Orissa,Anahi,Bhubaneswar,Catalogue,Debit Card,Oct-2012,1.0,559.0,55.9,10.0,503.0,335.4,223.6,40.0,167.7,33.33996023856859,1.0,2.0,559.0
East,Clothing,Orissa,Anahi,Bhubaneswar,Contact Center,Credit Card,Apr-2012,1.0,699.0,167.76,24.0,531.0,615.1,83.9,12.002861230329042,-83.9,-15.800376647834277,4.0,7.0,699.0
East,Clothing,Orissa,Anahi,Bhubaneswar,Website,Credit Card EMI,Dec-2012,1.0,1250.0,175.0,14.000000000000002,1075.0,687.5,562.5,45.0,387.5,36.04651162790697,1.0,4.0,1250.0
East,Clothing,Orissa,Anahi,Bhubaneswar,Website,Net Banking,Nov-2012,1.0,559.0,61.49,11.0,498.0,391.3,167.7,30.0,106.2,21.325301204819276,9.0,10.0,559.0
East,Clothing,Orissa,Anahi,Cuttack,Others,Credit Card,Apr-2012,1.0,1599.0,511.68,32.0,1087.0,1359.2,239.9,15.003126954346465,-271.8,-25.00459981600736,9.0,18.0,1599.0
East,Clothing,Orissa,Anahi,Cuttack,Website,Credit Card EMI,Sep-2012,1.0,2500.0,525.0,21.0,1975.0,2200.0,300.0,12.0,-225.0,-11.39240506329114,9.0,10.0,2500.0
East,Clothing,Orissa,Anahi,Cuttack,Website,Gift Coupons,Feb-2012,1.0,750.0,180.0,24.0,570.0,562.5,187.5,25.0,7.5,1.3157894736842104,4.0,13.0,750.0
East,Clothing,Orissa,AND,Bhubaneswar,Catalogue,Cash on Delivery,Aug-2012,1.0,1899.0,455.76,24.0,1443.0,1424.3,474.8,25.002632964718273,19.0,1.3167013167013166,1.0,3.0,1899.0
East,Clothing,Orissa,AND,Bhubaneswar,Contact Center,Cash on Delivery,Dec-2012,1.0,1899.0,227.88,12.0,1671.0,1234.4,664.7,35.00263296471828,436.8,26.140035906642726,7.0,10.0,1899.0
East,Clothing,Orissa,AND,Bhubaneswar,Contact Center,Credit Card EMI,May-2012,1.0,1899.0,398.79,21.0,1500.0,1614.2,284.9,15.002632964718272,-113.9,-7.593333333333334,7.0,11.0,1899.0
East,Clothing,Orissa,AND,Bhubaneswar,Contact Center,Gift Coupons,Dec-2012,1.0,2098.0,440.58,21.0,1657.0,1363.7,734.3,35.0,293.7,17.72480386240193,10.0,14.0,2098.0
East,Clothing,Orissa,AND,Bhubaneswar,Website,Cash on Delivery,Jun-2012,1.0,1899.0,398.79,21.0,1500.0,1329.3,569.7,30.000000000000004,170.9,11.393333333333333,4.0,7.0,1899.0
East,Clothing,Orissa,AND,Bhubaneswar,Website,Credit Card,Jul-2012,1.0,1678.0,352.38,21.0,1326.0,1174.6,503.4,30.0,151.0,11.38763197586727,4.0,10.0,1678.0
East,Clothing,Orissa,AND,Bhubaneswar,Website,Credit Card,Sep-2012,1.0,1125.0,258.75,23.0,866.0,843.8,281.3,25.004444444444445,22.5,2.5981524249422634,9.0,17.0,1125.0
East,Clothing,Orissa,Aneri,Bhubaneswar,Catalogue,Credit Card,Apr-2012,1.0,850.0,195.5,23.0,655.0,467.5,382.5,45.0,187.0,28.549618320610687,7.0,13.0,850.0
East,Clothing,Orissa,Aneri,Bhubaneswar,Contact Center,Gift Coupons,Jan-2012,1.0,1700.0,204.0,12.0,1496.0,1275.0,425.0,25.0,221.0,14.772727272727273,1.0,9.0,1700.0
East,Clothing,Orissa,Aneri,Bhubaneswar,Website,Net Banking,Sep-2012,1.0,1749.0,402.27,23.0,1347.0,1539.1,209.9,12.001143510577474,-192.4,-14.283593170007425,5.0,9.0,1749.0
East,Clothing,Orissa,Aneri,Cuttack,Others,Credit Card EMI,Jul-2012,1.0,1329.0,279.09,21.0,1050.0,1196.1,132.9,10.0,-146.2,-13.923809523809522,7.0,7.0,1329.0
East,Clothing,Orissa,Aneri,Cuttack,Others,Gift Coupons,Dec-2012,1.0,650.0,97.5,15.0,553.0,520.0,130.0,20.0,32.5,5.877034358047016,4.0,10.0,650.0
East,Clothing,Orissa,Arrow,Bhubaneswar,Catalogue,Credit Card EMI,Jan-2012,1.0,1319.0,276.99,21.0,1042.0,791.4,527.6,40.0,250.6,24.049904030710174,9.0,11.0,1319.0
East,Clothing,Orissa,Arrow,Bhubaneswar,Contact Center,Gift Coupons,Oct-2012,1.0,1499.0,179.88,12.0,1319.0,1304.1,194.9,13.002001334222815,15.0,1.1372251705837757,4.0,10.0,1499.0
East,Clothing,Orissa,Arrow,Bhubaneswar,Contact Center,Net Banking,Aug-2012,1.0,1319.0,184.66,14.000000000000002,1134.0,989.3,329.8,25.003790750568612,145.1,12.795414462081128,4.0,5.0,1319.0
East,Clothing,Orissa,Arrow,Bhubaneswar,Others,Net Banking,Apr-2012,1.0,1799.0,377.79,21.0,1421.0,1583.1,215.9,12.001111728738188,-161.9,-11.393384940182969,1.0,3.0,1799.0
East,Clothing,Orissa,Ayaany,Cuttack,Catalogue,Cash on Delivery,Jun-2012,1.0,1399.0,293.79,21.0,1105.0,769.5,629.6,45.00357398141529,335.8,30.389140271493215,10.0,11.0,1399.0
East,Clothing,Orissa,Biba,Bhubaneswar,Catalogue,Credit Card,Aug-2012,1.0,1350.0,324.0,24.0,1026.0,1147.5,202.5,15.0,-121.5,-11.842105263157894,7.0,7.0,1350.0
East,Clothing,Orissa,Biba,Bhubaneswar,Catalogue,Debit Card,Aug-2012,1.0,470.0,98.7,21.0,371.0,352.5,117.5,25.0,18.8,5.067385444743936,4.0,4.0,470.0
East,Clothing,Orissa,Biba,Bhubaneswar,Contact Center,Cash on Delivery,Feb-2012,1.0,1379.0,317.17,23.0,1062.0,1241.1,137.9,10.0,-179.3,-16.88323917137477,4.0,4.0,1379.0
East,Clothing,Orissa,Daniel Hechter,Bhubaneswar,Catalogue,Gift Coupons,Jul-2012,1.0,1499.0,74.95,5.0,1424.0,1049.3,449.7,30.0,374.8,26.320224719101127,4.0,8.0,1499.0
East,Clothing,Orissa,Daniel Hechter,Bhubaneswar,Website,Net Banking,Aug-2012,1.0,1679.0,335.8,20.0,1343.0,1259.3,419.8,25.00297796307326,84.0,6.254653760238273,7.0,7.0,1679.0
East,Clothing,Orissa,Deal Jeans,Bhubaneswar,Contact Center,Credit Card EMI,Jan-2012,1.0,1598.0,383.52,24.0,1214.0,878.9,719.1,45.0,335.6,27.64415156507414,1.0,4.0,1598.0
East,Clothing,Orissa,Derby Jeans Community,Bhubaneswar,Contact Center,Credit Card EMI,Aug-2012,1.0,2250.0,225.0,10.0,2025.0,1575.0,675.0,30.0,450.0,22.22222222222222,4.0,7.0,2250.0
East,Clothing,Orissa,Derby Jeans Community,Bhubaneswar,Website,Net Banking,Jun-2012,1.0,1850.0,259.0,14.000000000000002,1591.0,1295.0,555.0,30.0,296.0,18.6046511627907,5.0,13.0,1850.0
East,Clothing,Orissa,Elle,Bhubaneswar,Catalogue,Cash on Delivery,Dec-2012,1.0,1599.0,383.76,24.0,1215.0,1039.4,559.7,35.00312695434647,175.9,14.477366255144034,7.0,10.0,1599.0
East,Clothing,Orissa,Elle,Bhubaneswar,Contact Center,Credit Card EMI,Sep-2012,1.0,1049.0,220.29,21.0,829.0,891.7,157.4,15.004766444232603,-62.9,-7.587454764776839,4.0,7.0,1049.0
East,Clothing,Orissa,Femella,Bhubaneswar,Contact Center,Credit Card,Jun-2012,1.0,525.0,168.0,32.0,357.0,393.8,131.3,25.00952380952381,-36.8,-10.308123249299719,4.0,4.0,525.0
East,Clothing,Orissa,Femella,Bhubaneswar,Contact Center,Debit Card,Apr-2012,1.0,249.0,57.27,23.0,192.0,174.3,74.7,30.0,17.4,9.0625,4.0,6.0,249.0
East,Clothing,Orissa,Femella,Bhubaneswar,Website,Credit Card,Dec-2012,1.0,249.0,57.27,23.0,192.0,174.3,74.7,30.0,17.4,9.0625,1.0,9.0,249.0
East,Clothing,Orissa,Fila,Bhubaneswar,Contact Center,Cash on Delivery,Jun-2012,1.0,649.0,136.29,21.0,513.0,454.3,194.7,30.0,58.4,11.38401559454191,5.0,5.0,649.0
East,Clothing,Orissa,Fila,Bhubaneswar,Website,Credit Card EMI,Jul-2012,1.0,1059.0,222.39,21.0,837.0,900.2,158.9,15.004721435316338,-63.5,-7.586618876941458,9.0,11.0,1059.0
East,Clothing,Orissa,Flying Machine,Bhubaneswar,Contact Center,Credit Card,Apr-2012,1.0,849.0,212.25,25.0,637.0,764.1,84.9,10.0,-127.4,-20.0,5.0,5.0,849.0
East,Clothing,Orissa,Flying Machine,Bhubaneswar,Website,Credit Card,Feb-2012,1.0,899.0,188.79,21.0,710.0,629.3,269.7,30.0,80.9,11.3943661971831,9.0,10.0,899.0
East,Clothing,Orissa,Flying Machine,Cuttack,Website,Gift Coupons,Jul-2012,1.0,899.0,224.75,25.0,674.0,629.3,269.7,30.0,45.0,6.6765578635014835,1.0,9.0,899.0
East,Clothing,Orissa,Frecultr,Bhubaneswar,Website,Credit Card,Feb-2012,1.0,949.0,199.29,21.0,750.0,664.3,284.7,30.0,85.4,11.386666666666667,4.0,7.0,949.0
East,Clothing,Orissa,Frecultr,Bhubaneswar,Website,Credit Card EMI,May-2012,1.0,4070.0,488.4,12.0,3582.0,2645.5,1424.5,35.0,936.1,26.13344500279174,9.0,12.0,4070.0
East,Clothing,Orissa,French Connection,Bhubaneswar,Catalogue,Net Banking,Dec-2012,1.0,4299.0,988.77,23.0,3310.0,3224.3,1074.8,25.001163061177017,86.0,2.598187311178248,7.0,9.0,4299.0
East,Clothing,Orissa,French Connection,Bhubaneswar,Others,Debit Card,Apr-2012,1.0,4299.0,1031.76,24.0,3267.0,2364.5,1934.6,45.00116306117701,902.8,27.633914906642175,4.0,9.0,4299.0
East,Clothing,Orissa,Get Wrapped,Bhubaneswar,Contact Center,Gift Coupons,Feb-2012,1.0,299.0,74.75,25.0,224.0,224.3,74.8,25.016722408026755,0.0,0.0,9.0,12.0,299.0
East,Clothing,Orissa,Get Wrapped,Bhubaneswar,Website,Gift Coupons,Jan-2012,1.0,599.0,149.75,25.0,449.0,449.3,149.8,25.00834724540902,0.0,0.0,7.0,11.0,599.0
East,Clothing,Orissa,Get Wrapped,Cuttack,Website,Debit Card,May-2012,1.0,299.0,68.77,23.0,230.0,245.2,53.8,17.993311036789297,-15.0,-6.521739130434782,1.0,11.0,299.0
East,Clothing,Orissa,Highlander,Bhubaneswar,Website,Debit Card,Feb-2012,1.0,1050.0,126.0,12.0,924.0,630.0,420.0,40.0,294.0,31.818181818181817,4.0,7.0,1050.0
East,Clothing,Orissa,Highlander,Cuttack,Contact Center,Debit Card,Dec-2012,1.0,1245.0,174.3,14.000000000000002,1071.0,809.3,435.8,35.00401606425703,261.5,24.41643323996265,9.0,14.0,1245.0
East,Clothing,Orissa,Indian Terrain,Bhubaneswar,Contact Center,Debit Card,Sep-2012,1.0,899.0,125.86,14.000000000000002,773.0,773.1,125.9,14.004449388209123,0.0,0.0,1.0,4.0,899.0
East,Clothing,Orissa,Indian Terrain,Bhubaneswar,Contact Center,Gift Coupons,Jun-2012,1.0,1329.0,305.67,23.0,1023.0,863.9,465.2,35.003762227238525,159.5,15.591397849462366,5.0,13.0,1329.0
East,Clothing,Orissa,Indian Terrain,Bhubaneswar,Website,Cash on Delivery,Jun-2012,1.0,899.0,206.77,23.0,692.0,494.5,404.6,45.00556173526141,197.8,28.58381502890174,9.0,9.0,899.0
East,Clothing,Orissa,Indigo Nation,Bhubaneswar,Contact Center,Cash on Delivery,Nov-2012,1.0,1499.0,179.88,12.0,1319.0,974.4,524.7,35.00333555703803,344.8,26.141015921152388,9.0,9.0,1499.0
East,Clothing,Orissa,Jealous 22,Bhubaneswar,Website,Net Banking,Nov-2012,1.0,1025.0,123.0,12.0,902.0,717.5,307.5,30.0,184.5,20.454545454545457,1.0,1.0,1025.0
East,Clothing,Orissa,Jealous 23,Bhubaneswar,Contact Center,Credit Card EMI,Jul-2012,1.0,1345.0,282.45,21.0,1063.0,941.5,403.5,30.0,121.1,11.392285983066792,1.0,4.0,1345.0
East,Clothing,Orissa,John Players,Bhubaneswar,Catalogue,Debit Card,May-2012,1.0,899.0,71.92,8.0,827.0,584.4,314.7,35.005561735261395,242.7,29.347037484885124,1.0,4.0,899.0
East,Clothing,Orissa,John Players,Bhubaneswar,Catalogue,Debit Card,Nov-2012,1.0,1189.0,118.9,10.0,1070.0,891.8,297.3,25.00420521446594,178.4,16.672897196261683,4.0,9.0,1189.0
East,Clothing,Orissa,John Players,Bhubaneswar,Contact Center,Gift Coupons,Nov-2012,1.0,1500.0,180.0,12.0,1320.0,825.0,675.0,45.0,495.0,37.5,7.0,8.0,1500.0
East,Clothing,Orissa,John Players,Bhubaneswar,Website,Debit Card,Jul-2012,1.0,1250.0,150.0,12.0,1100.0,750.0,500.0,40.0,350.0,31.818181818181817,4.0,12.0,1250.0
East,Clothing,Orissa,John Players,Cuttack,Catalogue,Net Banking,Oct-2012,1.0,1050.0,126.0,12.0,924.0,787.5,262.5,25.0,136.5,14.772727272727273,5.0,7.0,1050.0
East,Clothing,Orissa,Keona,Cuttack,Contact Center,Credit Card EMI,Nov-2012,1.0,1104.0,77.28,7.000000000000001,1027.0,717.6,386.4,35.0,309.1,30.097370983446936,1.0,1.0,1104.0
